PLZ,Date,Population,NewConfCases_7days
8712,2020-09-13,11491,0-3
8713,2020-09-13,3177,0-3
8714,2020-09-13,475,0-3
8800,2020-09-13,15512,0-3
8802,2020-09-13,8931,0-3
8803,2020-09-13,6109,0-3
8804,2020-09-13,6073,0-3
8805,2020-09-13,10485,0-3
8810,2020-09-13,20446,7-9
8815,2020-09-13,346,0-3
8816,2020-09-13,2138,0-3
8820,2020-09-13,15751,0-3
8824,2020-09-13,1821,0-3
8825,2020-09-13,885,0-3
8833,2020-09-13,3120,0-3
8902,2020-09-13,10020,4-6
8903,2020-09-13,6722,0-3
8904,2020-09-13,1667,0-3
8906,2020-09-13,5555,0-3
8907,2020-09-13,5200,0-3
8908,2020-09-13,3769,0-3
8909,2020-09-13,1322,0-3
8910,2020-09-13,10967,0-3
8911,2020-09-13,1123,0-3
8912,2020-09-13,5689,0-3
8913,2020-09-13,2580,0-3
8914,2020-09-13,1976,0-3
8915,2020-09-13,2752,0-3
8925,2020-09-13,960,0-3
8926,2020-09-13,1221,0-3
8932,2020-09-13,5189,0-3
8933,2020-09-13,645,0-3
8934,2020-09-13,2377,0-3
8942,2020-09-13,4926,0-3
8951,2020-09-13,3068,0-3
8952,2020-09-13,18758,13-15
8953,2020-09-13,27635,0-3
8954,2020-09-13,3970,0-3
8955,2020-09-13,2505,0-3
PLZ_uebrige,2020-09-13,306,0-3
unbekannt,2020-09-13,,0-3
8001,2020-09-14,5473,4-6
8002,2020-09-14,9620,4-6
8003,2020-09-14,20655,7-9
8004,2020-09-14,27183,13-15
8005,2020-09-14,15505,4-6
8006,2020-09-14,18387,7-9
8008,2020-09-14,16571,10-12
8032,2020-09-14,18170,7-9
8037,2020-09-14,16044,4-6
8038,2020-09-14,17299,4-6
8041,2020-09-14,7620,4-6
8044,2020-09-14,10947,4-6
8045,2020-09-14,11222,4-6
8046,2020-09-14,25704,10-12
8047,2020-09-14,20783,4-6
8048,2020-09-14,29694,13-15
8049,2020-09-14,23561,7-9
8050,2020-09-14,28957,13-15
8051,2020-09-14,23000,7-9
8052,2020-09-14,20277,4-6
8053,2020-09-14,11001,0-3
8055,2020-09-14,20196,4-6
8057,2020-09-14,21221,7-9
8064,2020-09-14,3784,0-3
8102,2020-09-14,6717,0-3
8103,2020-09-14,3895,0-3
8104,2020-09-14,2675,0-3
8105,2020-09-14,13633,0-3
8106,2020-09-14,4807,4-6
8107,2020-09-14,6583,4-6
8108,2020-09-14,4174,0-3
8112,2020-09-14,2957,0-3
8113,2020-09-14,1435,0-3
8114,2020-09-14,1865,0-3
8115,2020-09-14,953,0-3
8117,2020-09-14,4564,0-3
8118,2020-09-14,2083,0-3
8121,2020-09-14,1999,0-3
8122,2020-09-14,2231,0-3
8123,2020-09-14,2771,0-3
8124,2020-09-14,2130,0-3
8125,2020-09-14,5209,0-3
8126,2020-09-14,5475,0-3
8127,2020-09-14,4094,0-3
8132,2020-09-14,6883,0-3
8133,2020-09-14,1915,0-3
8134,2020-09-14,18919,0-3
8135,2020-09-14,7781,0-3
8136,2020-09-14,2593,0-3
8142,2020-09-14,4661,0-3
8143,2020-09-14,3768,0-3
8152,2020-09-14,21091,19-21
8153,2020-09-14,8204,0-3
8154,2020-09-14,7205,4-6
8155,2020-09-14,7163,0-3
8156,2020-09-14,2152,0-3
8157,2020-09-14,5942,0-3
8158,2020-09-14,467,0-3
8162,2020-09-14,3608,0-3
8164,2020-09-14,601,0-3
8165,2020-09-14,3909,0-3
8166,2020-09-14,3076,0-3
8172,2020-09-14,4997,0-3
8173,2020-09-14,3153,0-3
8174,2020-09-14,1535,0-3
8175,2020-09-14,755,0-3
8180,2020-09-14,21389,4-6
8181,2020-09-14,2875,0-3
8182,2020-09-14,1979,0-3
8184,2020-09-14,4154,0-3
8185,2020-09-14,4536,0-3
8187,2020-09-14,1932,0-3
8192,2020-09-14,5207,0-3
8193,2020-09-14,5359,0-3
8194,2020-09-14,1051,0-3
8195,2020-09-14,560,0-3
8196,2020-09-14,1468,0-3
8197,2020-09-14,4659,0-3
8212,2020-09-14,146,0-3
8245,2020-09-14,2530,0-3
8246,2020-09-14,1088,0-3
8247,2020-09-14,1470,0-3
8248,2020-09-14,1575,0-3
8302,2020-09-14,20144,4-6
8303,2020-09-14,11826,0-3
8304,2020-09-14,16830,4-6
8305,2020-09-14,7849,0-3
8306,2020-09-14,5311,0-3
8307,2020-09-14,12268,0-3
8308,2020-09-14,4589,0-3
8309,2020-09-14,5611,0-3
8310,2020-09-14,1509,7-9
8311,2020-09-14,2061,0-3
8312,2020-09-14,954,0-3
8314,2020-09-14,349,0-3
8315,2020-09-14,817,0-3
8317,2020-09-14,2337,0-3
8320,2020-09-14,6443,0-3
8322,2020-09-14,994,0-3
8330,2020-09-14,11524,0-3
8331,2020-09-14,610,0-3
8332,2020-09-14,3384,0-3
8335,2020-09-14,3640,0-3
8340,2020-09-14,10306,4-6
