PLZ,Date,Population,NewConfCases_7days
8952,2020-07-18,18758,0-3
8953,2020-07-18,27635,4-6
8954,2020-07-18,3970,0-3
8955,2020-07-18,2505,0-3
PLZ_uebrige,2020-07-18,306,0-3
unbekannt,2020-07-18,,0-3
8001,2020-07-19,5473,0-3
8002,2020-07-19,9620,0-3
8003,2020-07-19,20655,0-3
8004,2020-07-19,27183,0-3
8005,2020-07-19,15505,0-3
8006,2020-07-19,18387,0-3
8008,2020-07-19,16571,0-3
8032,2020-07-19,18170,0-3
8037,2020-07-19,16044,0-3
8038,2020-07-19,17299,0-3
8041,2020-07-19,7620,4-6
8044,2020-07-19,10947,0-3
8045,2020-07-19,11222,0-3
8046,2020-07-19,25704,0-3
8047,2020-07-19,20783,0-3
8048,2020-07-19,29694,0-3
8049,2020-07-19,23561,0-3
8050,2020-07-19,28957,7-9
8051,2020-07-19,23000,0-3
8052,2020-07-19,20277,4-6
8053,2020-07-19,11001,0-3
8055,2020-07-19,20196,0-3
8057,2020-07-19,21221,0-3
8064,2020-07-19,3784,0-3
8102,2020-07-19,6717,0-3
8103,2020-07-19,3895,0-3
8104,2020-07-19,2675,0-3
8105,2020-07-19,13633,0-3
8106,2020-07-19,4807,0-3
8107,2020-07-19,6583,0-3
8108,2020-07-19,4174,0-3
8112,2020-07-19,2957,0-3
8113,2020-07-19,1435,0-3
8114,2020-07-19,1865,0-3
8115,2020-07-19,953,0-3
8117,2020-07-19,4564,0-3
8118,2020-07-19,2083,0-3
8121,2020-07-19,1999,0-3
8122,2020-07-19,2231,0-3
8123,2020-07-19,2771,0-3
8124,2020-07-19,2130,0-3
8125,2020-07-19,5209,0-3
8126,2020-07-19,5475,0-3
8127,2020-07-19,4094,0-3
8132,2020-07-19,6883,0-3
8133,2020-07-19,1915,0-3
8134,2020-07-19,18919,0-3
8135,2020-07-19,7781,0-3
8136,2020-07-19,2593,0-3
8142,2020-07-19,4661,0-3
8143,2020-07-19,3768,0-3
8152,2020-07-19,21091,0-3
8153,2020-07-19,8204,0-3
8154,2020-07-19,7205,0-3
8155,2020-07-19,7163,0-3
8156,2020-07-19,2152,0-3
8157,2020-07-19,5942,0-3
8158,2020-07-19,467,0-3
8162,2020-07-19,3608,0-3
8164,2020-07-19,601,0-3
8165,2020-07-19,3909,0-3
8166,2020-07-19,3076,0-3
8172,2020-07-19,4997,0-3
8173,2020-07-19,3153,0-3
8174,2020-07-19,1535,0-3
8175,2020-07-19,755,0-3
8180,2020-07-19,21389,4-6
8181,2020-07-19,2875,0-3
8182,2020-07-19,1979,0-3
8184,2020-07-19,4154,0-3
8185,2020-07-19,4536,0-3
8187,2020-07-19,1932,0-3
8192,2020-07-19,5207,0-3
8193,2020-07-19,5359,0-3
8194,2020-07-19,1051,0-3
8195,2020-07-19,560,0-3
8196,2020-07-19,1468,0-3
8197,2020-07-19,4659,0-3
8212,2020-07-19,146,0-3
8245,2020-07-19,2530,0-3
8246,2020-07-19,1088,0-3
8247,2020-07-19,1470,0-3
8248,2020-07-19,1575,0-3
8302,2020-07-19,20144,0-3
8303,2020-07-19,11826,0-3
8304,2020-07-19,16830,4-6
8305,2020-07-19,7849,0-3
8306,2020-07-19,5311,0-3
8307,2020-07-19,12268,0-3
8308,2020-07-19,4589,0-3
8309,2020-07-19,5611,0-3
8310,2020-07-19,1509,0-3
8311,2020-07-19,2061,0-3
8312,2020-07-19,954,0-3
8314,2020-07-19,349,0-3
8315,2020-07-19,817,0-3
8317,2020-07-19,2337,0-3
8320,2020-07-19,6443,0-3
8322,2020-07-19,994,0-3
8330,2020-07-19,11524,0-3
8331,2020-07-19,610,0-3
8332,2020-07-19,3384,0-3
8335,2020-07-19,3640,0-3
8340,2020-07-19,10306,0-3
8342,2020-07-19,933,0-3
8344,2020-07-19,3778,0-3
8345,2020-07-19,1131,0-3
8352,2020-07-19,3713,0-3
8353,2020-07-19,4374,0-3
8354,2020-07-19,500,0-3
8400,2020-07-19,39632,0-3
8403,2020-07-19,321,0-3
8404,2020-07-19,20278,0-3
8405,2020-07-19,18152,0-3
8406,2020-07-19,13621,0-3
8408,2020-07-19,16314,0-3
8409,2020-07-19,3194,0-3
8412,2020-07-19,983,0-3
8413,2020-07-19,4712,0-3
8414,2020-07-19,977,0-3
8415,2020-07-19,577,0-3
8416,2020-07-19,1423,0-3
8418,2020-07-19,772,0-3
8421,2020-07-19,777,0-3
8422,2020-07-19,3877,0-3
8424,2020-07-19,9396,0-3
8425,2020-07-19,1091,0-3
8426,2020-07-19,2414,0-3
8427,2020-07-19,4787,0-3
8428,2020-07-19,456,0-3
8442,2020-07-19,3141,0-3
8444,2020-07-19,2231,0-3
8447,2020-07-19,1931,0-3
8450,2020-07-19,2227,0-3
8451,2020-07-19,1417,0-3
8452,2020-07-19,699,0-3
8453,2020-07-19,282,0-3
8457,2020-07-19,485,0-3
8458,2020-07-19,657,0-3
8459,2020-07-19,376,0-3
8460,2020-07-19,1831,0-3
8461,2020-07-19,376,0-3
8462,2020-07-19,1309,0-3
8463,2020-07-19,850,0-3
8465,2020-07-19,389,0-3
8466,2020-07-19,674,0-3
8467,2020-07-19,458,0-3
8468,2020-07-19,649,0-3
8471,2020-07-19,1034,0-3
8472,2020-07-19,7417,0-3
8474,2020-07-19,1680,0-3
8475,2020-07-19,1661,0-3
8476,2020-07-19,1007,0-3
8477,2020-07-19,1122,0-3
8478,2020-07-19,936,0-3
8479,2020-07-19,697,0-3
8482,2020-07-19,1719,0-3
8483,2020-07-19,2967,0-3
8484,2020-07-19,3329,0-3
8486,2020-07-19,1899,0-3
8487,2020-07-19,1514,0-3
8488,2020-07-19,4549,0-3
8489,2020-07-19,980,0-3
8492,2020-07-19,2077,0-3
8493,2020-07-19,1628,0-3
8494,2020-07-19,2895,0-3
8495,2020-07-19,149,0-3
8496,2020-07-19,931,0-3
8497,2020-07-19,790,0-3
8498,2020-07-19,940,0-3
8499,2020-07-19,376,0-3
8523,2020-07-19,1084,0-3
8542,2020-07-19,5007,0-3
8543,2020-07-19,1096,0-3
8544,2020-07-19,406,0-3
8545,2020-07-19,2740,0-3
8548,2020-07-19,900,0-3
8600,2020-07-19,27178,7-9
8602,2020-07-19,2681,0-3
8603,2020-07-19,5170,0-3
8604,2020-07-19,16897,0-3
8605,2020-07-19,1731,0-3
8606,2020-07-19,8166,0-3
8607,2020-07-19,1458,0-3
8608,2020-07-19,3783,0-3
8610,2020-07-19,29607,0-3
8614,2020-07-19,1632,0-3
8615,2020-07-19,1371,0-3
8616,2020-07-19,790,0-3
8617,2020-07-19,3850,0-3
8618,2020-07-19,4825,0-3
8620,2020-07-19,16684,7-9
8623,2020-07-19,8249,4-6
8624,2020-07-19,2407,0-3
8625,2020-07-19,5270,0-3
8626,2020-07-19,1307,0-3
8627,2020-07-19,3621,0-3
8630,2020-07-19,12207,0-3
8632,2020-07-19,3905,0-3
8633,2020-07-19,3532,0-3
8634,2020-07-19,8260,0-3
8635,2020-07-19,3657,0-3
8636,2020-07-19,8096,0-3
8637,2020-07-19,1979,0-3
8700,2020-07-19,13733,0-3
8702,2020-07-19,7857,0-3
8703,2020-07-19,5593,0-3
8704,2020-07-19,6426,0-3
8706,2020-07-19,14245,0-3
8707,2020-07-19,6186,0-3
8708,2020-07-19,11322,0-3
8712,2020-07-19,11491,0-3
8713,2020-07-19,3177,0-3
8714,2020-07-19,475,0-3
8800,2020-07-19,15512,0-3
8802,2020-07-19,8931,0-3
8803,2020-07-19,6109,0-3
8804,2020-07-19,6073,0-3
8805,2020-07-19,10485,0-3
8810,2020-07-19,20446,0-3
8815,2020-07-19,346,0-3
8816,2020-07-19,2138,0-3
8820,2020-07-19,15751,0-3
8824,2020-07-19,1821,0-3
8825,2020-07-19,885,0-3
8833,2020-07-19,3120,0-3
8902,2020-07-19,10020,0-3
8903,2020-07-19,6722,0-3
8904,2020-07-19,1667,0-3
8906,2020-07-19,5555,0-3
8907,2020-07-19,5200,0-3
8908,2020-07-19,3769,0-3
8909,2020-07-19,1322,0-3
8910,2020-07-19,10967,0-3
8911,2020-07-19,1123,0-3
8912,2020-07-19,5689,0-3
8913,2020-07-19,2580,0-3
8914,2020-07-19,1976,0-3
8915,2020-07-19,2752,0-3
8925,2020-07-19,960,0-3
8926,2020-07-19,1221,0-3
8932,2020-07-19,5189,0-3
8933,2020-07-19,645,0-3
8934,2020-07-19,2377,0-3
8942,2020-07-19,4926,0-3
8951,2020-07-19,3068,4-6
8952,2020-07-19,18758,0-3
8953,2020-07-19,27635,4-6
8954,2020-07-19,3970,0-3
8955,2020-07-19,2505,0-3
PLZ_uebrige,2020-07-19,306,0-3
unbekannt,2020-07-19,,0-3
8001,2020-07-20,5473,0-3
8002,2020-07-20,9620,0-3
8003,2020-07-20,20655,0-3
8004,2020-07-20,27183,0-3
8005,2020-07-20,15505,0-3
8006,2020-07-20,18387,0-3
8008,2020-07-20,16571,0-3
8032,2020-07-20,18170,0-3
8037,2020-07-20,16044,0-3
8038,2020-07-20,17299,0-3
8041,2020-07-20,7620,4-6
8044,2020-07-20,10947,0-3
8045,2020-07-20,11222,0-3
8046,2020-07-20,25704,0-3
8047,2020-07-20,20783,0-3
8048,2020-07-20,29694,0-3
8049,2020-07-20,23561,0-3
8050,2020-07-20,28957,7-9
8051,2020-07-20,23000,0-3
8052,2020-07-20,20277,4-6
8053,2020-07-20,11001,0-3
8055,2020-07-20,20196,0-3
8057,2020-07-20,21221,0-3
8064,2020-07-20,3784,0-3
8102,2020-07-20,6717,0-3
8103,2020-07-20,3895,0-3
8104,2020-07-20,2675,0-3
8105,2020-07-20,13633,0-3
8106,2020-07-20,4807,0-3
8107,2020-07-20,6583,0-3
8108,2020-07-20,4174,0-3
8112,2020-07-20,2957,0-3
8113,2020-07-20,1435,0-3
8114,2020-07-20,1865,0-3
8115,2020-07-20,953,0-3
8117,2020-07-20,4564,0-3
8118,2020-07-20,2083,0-3
8121,2020-07-20,1999,0-3
8122,2020-07-20,2231,0-3
8123,2020-07-20,2771,0-3
8124,2020-07-20,2130,0-3
8125,2020-07-20,5209,0-3
8126,2020-07-20,5475,0-3
8127,2020-07-20,4094,0-3
8132,2020-07-20,6883,0-3
8133,2020-07-20,1915,0-3
8134,2020-07-20,18919,0-3
8135,2020-07-20,7781,0-3
8136,2020-07-20,2593,0-3
8142,2020-07-20,4661,0-3
8143,2020-07-20,3768,0-3
8152,2020-07-20,21091,0-3
8153,2020-07-20,8204,0-3
8154,2020-07-20,7205,0-3
8155,2020-07-20,7163,0-3
8156,2020-07-20,2152,0-3
8157,2020-07-20,5942,0-3
8158,2020-07-20,467,0-3
8162,2020-07-20,3608,0-3
8164,2020-07-20,601,0-3
8165,2020-07-20,3909,0-3
8166,2020-07-20,3076,0-3
8172,2020-07-20,4997,0-3
8173,2020-07-20,3153,0-3
8174,2020-07-20,1535,0-3
8175,2020-07-20,755,0-3
8180,2020-07-20,21389,4-6
8181,2020-07-20,2875,0-3
8182,2020-07-20,1979,0-3
8184,2020-07-20,4154,0-3
8185,2020-07-20,4536,0-3
8187,2020-07-20,1932,0-3
8192,2020-07-20,5207,0-3
8193,2020-07-20,5359,0-3
8194,2020-07-20,1051,0-3
8195,2020-07-20,560,0-3
8196,2020-07-20,1468,0-3
8197,2020-07-20,4659,0-3
8212,2020-07-20,146,0-3
8245,2020-07-20,2530,0-3
8246,2020-07-20,1088,0-3
8247,2020-07-20,1470,0-3
8248,2020-07-20,1575,0-3
8302,2020-07-20,20144,0-3
8303,2020-07-20,11826,0-3
8304,2020-07-20,16830,4-6
8305,2020-07-20,7849,0-3
8306,2020-07-20,5311,0-3
8307,2020-07-20,12268,0-3
8308,2020-07-20,4589,0-3
8309,2020-07-20,5611,0-3
8310,2020-07-20,1509,0-3
8311,2020-07-20,2061,0-3
8312,2020-07-20,954,0-3
8314,2020-07-20,349,0-3
8315,2020-07-20,817,0-3
8317,2020-07-20,2337,0-3
8320,2020-07-20,6443,0-3
8322,2020-07-20,994,0-3
8330,2020-07-20,11524,0-3
8331,2020-07-20,610,0-3
8332,2020-07-20,3384,0-3
8335,2020-07-20,3640,0-3
8340,2020-07-20,10306,0-3
8342,2020-07-20,933,0-3
8344,2020-07-20,3778,0-3
8345,2020-07-20,1131,0-3
8352,2020-07-20,3713,0-3
8353,2020-07-20,4374,0-3
8354,2020-07-20,500,0-3
8400,2020-07-20,39632,0-3
8403,2020-07-20,321,0-3
8404,2020-07-20,20278,0-3
8405,2020-07-20,18152,0-3
8406,2020-07-20,13621,0-3
8408,2020-07-20,16314,0-3
8409,2020-07-20,3194,0-3
8412,2020-07-20,983,0-3
8413,2020-07-20,4712,0-3
8414,2020-07-20,977,0-3
8415,2020-07-20,577,0-3
8416,2020-07-20,1423,0-3
8418,2020-07-20,772,0-3
8421,2020-07-20,777,0-3
8422,2020-07-20,3877,0-3
8424,2020-07-20,9396,0-3
8425,2020-07-20,1091,0-3
8426,2020-07-20,2414,0-3
8427,2020-07-20,4787,0-3
8428,2020-07-20,456,0-3
8442,2020-07-20,3141,0-3
8444,2020-07-20,2231,0-3
8447,2020-07-20,1931,0-3
8450,2020-07-20,2227,0-3
8451,2020-07-20,1417,0-3
8452,2020-07-20,699,0-3
8453,2020-07-20,282,0-3
8457,2020-07-20,485,0-3
8458,2020-07-20,657,0-3
8459,2020-07-20,376,0-3
8460,2020-07-20,1831,0-3
8461,2020-07-20,376,0-3
8462,2020-07-20,1309,0-3
8463,2020-07-20,850,0-3
8465,2020-07-20,389,0-3
8466,2020-07-20,674,0-3
8467,2020-07-20,458,0-3
8468,2020-07-20,649,0-3
8471,2020-07-20,1034,0-3
8472,2020-07-20,7417,0-3
8474,2020-07-20,1680,0-3
8475,2020-07-20,1661,0-3
8476,2020-07-20,1007,0-3
8477,2020-07-20,1122,0-3
8478,2020-07-20,936,0-3
8479,2020-07-20,697,0-3
8482,2020-07-20,1719,0-3
8483,2020-07-20,2967,0-3
8484,2020-07-20,3329,0-3
8486,2020-07-20,1899,0-3
8487,2020-07-20,1514,0-3
8488,2020-07-20,4549,0-3
8489,2020-07-20,980,0-3
8492,2020-07-20,2077,0-3
8493,2020-07-20,1628,0-3
8494,2020-07-20,2895,0-3
8495,2020-07-20,149,0-3
8496,2020-07-20,931,0-3
8497,2020-07-20,790,0-3
8498,2020-07-20,940,0-3
8499,2020-07-20,376,0-3
8523,2020-07-20,1084,0-3
8542,2020-07-20,5007,0-3
8543,2020-07-20,1096,0-3
8544,2020-07-20,406,0-3
8545,2020-07-20,2740,0-3
8548,2020-07-20,900,0-3
8600,2020-07-20,27178,4-6
8602,2020-07-20,2681,0-3
8603,2020-07-20,5170,0-3
8604,2020-07-20,16897,0-3
8605,2020-07-20,1731,0-3
8606,2020-07-20,8166,0-3
8607,2020-07-20,1458,0-3
8608,2020-07-20,3783,0-3
8610,2020-07-20,29607,0-3
8614,2020-07-20,1632,0-3
8615,2020-07-20,1371,0-3
8616,2020-07-20,790,0-3
8617,2020-07-20,3850,0-3
8618,2020-07-20,4825,0-3
8620,2020-07-20,16684,7-9
8623,2020-07-20,8249,0-3
8624,2020-07-20,2407,0-3
8625,2020-07-20,5270,0-3
8626,2020-07-20,1307,0-3
8627,2020-07-20,3621,0-3
8630,2020-07-20,12207,0-3
8632,2020-07-20,3905,0-3
8633,2020-07-20,3532,0-3
8634,2020-07-20,8260,0-3
8635,2020-07-20,3657,0-3
8636,2020-07-20,8096,0-3
8637,2020-07-20,1979,0-3
8700,2020-07-20,13733,0-3
8702,2020-07-20,7857,0-3
8703,2020-07-20,5593,0-3
8704,2020-07-20,6426,0-3
8706,2020-07-20,14245,0-3
8707,2020-07-20,6186,0-3
8708,2020-07-20,11322,0-3
8712,2020-07-20,11491,0-3
8713,2020-07-20,3177,0-3
8714,2020-07-20,475,0-3
8800,2020-07-20,15512,0-3
8802,2020-07-20,8931,0-3
8803,2020-07-20,6109,0-3
8804,2020-07-20,6073,0-3
8805,2020-07-20,10485,0-3
8810,2020-07-20,20446,0-3
8815,2020-07-20,346,0-3
8816,2020-07-20,2138,0-3
8820,2020-07-20,15751,0-3
8824,2020-07-20,1821,0-3
8825,2020-07-20,885,0-3
8833,2020-07-20,3120,0-3
8902,2020-07-20,10020,0-3
8903,2020-07-20,6722,0-3
8904,2020-07-20,1667,0-3
8906,2020-07-20,5555,0-3
8907,2020-07-20,5200,0-3
8908,2020-07-20,3769,0-3
8909,2020-07-20,1322,0-3
8910,2020-07-20,10967,0-3
8911,2020-07-20,1123,0-3
8912,2020-07-20,5689,0-3
8913,2020-07-20,2580,0-3
8914,2020-07-20,1976,0-3
8915,2020-07-20,2752,0-3
8925,2020-07-20,960,0-3
8926,2020-07-20,1221,0-3
8932,2020-07-20,5189,0-3
8933,2020-07-20,645,0-3
8934,2020-07-20,2377,0-3
8942,2020-07-20,4926,0-3
8951,2020-07-20,3068,4-6
8952,2020-07-20,18758,0-3
8953,2020-07-20,27635,4-6
8954,2020-07-20,3970,0-3
8955,2020-07-20,2505,0-3
PLZ_uebrige,2020-07-20,306,0-3
unbekannt,2020-07-20,,0-3
8001,2020-07-21,5473,0-3
8002,2020-07-21,9620,0-3
8003,2020-07-21,20655,0-3
8004,2020-07-21,27183,0-3
8005,2020-07-21,15505,0-3
8006,2020-07-21,18387,0-3
8008,2020-07-21,16571,0-3
8032,2020-07-21,18170,0-3
8037,2020-07-21,16044,0-3
8038,2020-07-21,17299,0-3
8041,2020-07-21,7620,7-9
8044,2020-07-21,10947,0-3
8045,2020-07-21,11222,0-3
8046,2020-07-21,25704,0-3
8047,2020-07-21,20783,0-3
8048,2020-07-21,29694,0-3
8049,2020-07-21,23561,0-3
8050,2020-07-21,28957,7-9
8051,2020-07-21,23000,0-3
8052,2020-07-21,20277,0-3
8053,2020-07-21,11001,0-3
8055,2020-07-21,20196,0-3
8057,2020-07-21,21221,0-3
8064,2020-07-21,3784,0-3
8102,2020-07-21,6717,0-3
8103,2020-07-21,3895,0-3
8104,2020-07-21,2675,0-3
8105,2020-07-21,13633,0-3
8106,2020-07-21,4807,0-3
8107,2020-07-21,6583,0-3
8108,2020-07-21,4174,0-3
8112,2020-07-21,2957,0-3
8113,2020-07-21,1435,0-3
8114,2020-07-21,1865,0-3
8115,2020-07-21,953,0-3
8117,2020-07-21,4564,0-3
8118,2020-07-21,2083,0-3
8121,2020-07-21,1999,0-3
8122,2020-07-21,2231,0-3
8123,2020-07-21,2771,0-3
8124,2020-07-21,2130,0-3
8125,2020-07-21,5209,0-3
8126,2020-07-21,5475,0-3
8127,2020-07-21,4094,0-3
8132,2020-07-21,6883,0-3
8133,2020-07-21,1915,0-3
8134,2020-07-21,18919,0-3
8135,2020-07-21,7781,0-3
8136,2020-07-21,2593,0-3
8142,2020-07-21,4661,0-3
8143,2020-07-21,3768,0-3
8152,2020-07-21,21091,0-3
8153,2020-07-21,8204,0-3
8154,2020-07-21,7205,0-3
8155,2020-07-21,7163,0-3
8156,2020-07-21,2152,0-3
8157,2020-07-21,5942,0-3
8158,2020-07-21,467,0-3
8162,2020-07-21,3608,0-3
8164,2020-07-21,601,0-3
8165,2020-07-21,3909,0-3
8166,2020-07-21,3076,0-3
8172,2020-07-21,4997,0-3
8173,2020-07-21,3153,0-3
8174,2020-07-21,1535,0-3
8175,2020-07-21,755,0-3
8180,2020-07-21,21389,4-6
8181,2020-07-21,2875,0-3
8182,2020-07-21,1979,0-3
8184,2020-07-21,4154,0-3
8185,2020-07-21,4536,0-3
8187,2020-07-21,1932,0-3
8192,2020-07-21,5207,0-3
8193,2020-07-21,5359,0-3
8194,2020-07-21,1051,0-3
8195,2020-07-21,560,0-3
8196,2020-07-21,1468,0-3
8197,2020-07-21,4659,0-3
8212,2020-07-21,146,0-3
8245,2020-07-21,2530,0-3
8246,2020-07-21,1088,0-3
8247,2020-07-21,1470,0-3
8248,2020-07-21,1575,0-3
8302,2020-07-21,20144,4-6
8303,2020-07-21,11826,0-3
8304,2020-07-21,16830,4-6
8305,2020-07-21,7849,0-3
8306,2020-07-21,5311,0-3
8307,2020-07-21,12268,0-3
8308,2020-07-21,4589,0-3
8309,2020-07-21,5611,0-3
8310,2020-07-21,1509,0-3
8311,2020-07-21,2061,0-3
8312,2020-07-21,954,0-3
8314,2020-07-21,349,0-3
8315,2020-07-21,817,0-3
8317,2020-07-21,2337,0-3
8320,2020-07-21,6443,0-3
8322,2020-07-21,994,0-3
8330,2020-07-21,11524,0-3
8331,2020-07-21,610,0-3
8332,2020-07-21,3384,0-3
8335,2020-07-21,3640,0-3
8340,2020-07-21,10306,0-3
8342,2020-07-21,933,0-3
8344,2020-07-21,3778,0-3
8345,2020-07-21,1131,0-3
8352,2020-07-21,3713,0-3
8353,2020-07-21,4374,0-3
8354,2020-07-21,500,0-3
8400,2020-07-21,39632,0-3
8403,2020-07-21,321,0-3
8404,2020-07-21,20278,0-3
8405,2020-07-21,18152,0-3
8406,2020-07-21,13621,0-3
8408,2020-07-21,16314,0-3
8409,2020-07-21,3194,0-3
8412,2020-07-21,983,0-3
8413,2020-07-21,4712,0-3
8414,2020-07-21,977,0-3
8415,2020-07-21,577,0-3
8416,2020-07-21,1423,0-3
8418,2020-07-21,772,0-3
8421,2020-07-21,777,0-3
8422,2020-07-21,3877,0-3
8424,2020-07-21,9396,0-3
8425,2020-07-21,1091,0-3
8426,2020-07-21,2414,0-3
8427,2020-07-21,4787,0-3
8428,2020-07-21,456,0-3
8442,2020-07-21,3141,0-3
8444,2020-07-21,2231,0-3
8447,2020-07-21,1931,0-3
8450,2020-07-21,2227,0-3
8451,2020-07-21,1417,0-3
8452,2020-07-21,699,0-3
8453,2020-07-21,282,0-3
8457,2020-07-21,485,0-3
8458,2020-07-21,657,0-3
8459,2020-07-21,376,0-3
8460,2020-07-21,1831,0-3
8461,2020-07-21,376,0-3
8462,2020-07-21,1309,0-3
8463,2020-07-21,850,0-3
8465,2020-07-21,389,0-3
8466,2020-07-21,674,0-3
8467,2020-07-21,458,0-3
8468,2020-07-21,649,0-3
8471,2020-07-21,1034,0-3
8472,2020-07-21,7417,0-3
8474,2020-07-21,1680,0-3
8475,2020-07-21,1661,0-3
8476,2020-07-21,1007,0-3
8477,2020-07-21,1122,0-3
8478,2020-07-21,936,0-3
8479,2020-07-21,697,0-3
8482,2020-07-21,1719,0-3
8483,2020-07-21,2967,0-3
8484,2020-07-21,3329,0-3
8486,2020-07-21,1899,0-3
8487,2020-07-21,1514,0-3
8488,2020-07-21,4549,0-3
8489,2020-07-21,980,0-3
8492,2020-07-21,2077,0-3
8493,2020-07-21,1628,0-3
8494,2020-07-21,2895,0-3
8495,2020-07-21,149,0-3
8496,2020-07-21,931,0-3
8497,2020-07-21,790,0-3
8498,2020-07-21,940,0-3
8499,2020-07-21,376,0-3
8523,2020-07-21,1084,0-3
8542,2020-07-21,5007,0-3
8543,2020-07-21,1096,0-3
8544,2020-07-21,406,0-3
8545,2020-07-21,2740,0-3
8548,2020-07-21,900,0-3
8600,2020-07-21,27178,4-6
8602,2020-07-21,2681,0-3
8603,2020-07-21,5170,0-3
8604,2020-07-21,16897,0-3
8605,2020-07-21,1731,0-3
8606,2020-07-21,8166,0-3
8607,2020-07-21,1458,0-3
8608,2020-07-21,3783,0-3
8610,2020-07-21,29607,0-3
8614,2020-07-21,1632,0-3
8615,2020-07-21,1371,0-3
8616,2020-07-21,790,0-3
8617,2020-07-21,3850,0-3
8618,2020-07-21,4825,0-3
8620,2020-07-21,16684,4-6
8623,2020-07-21,8249,4-6
8624,2020-07-21,2407,0-3
8625,2020-07-21,5270,0-3
8626,2020-07-21,1307,0-3
8627,2020-07-21,3621,0-3
8630,2020-07-21,12207,0-3
8632,2020-07-21,3905,0-3
8633,2020-07-21,3532,0-3
8634,2020-07-21,8260,0-3
8635,2020-07-21,3657,0-3
8636,2020-07-21,8096,0-3
8637,2020-07-21,1979,0-3
8700,2020-07-21,13733,0-3
8702,2020-07-21,7857,0-3
8703,2020-07-21,5593,0-3
8704,2020-07-21,6426,0-3
8706,2020-07-21,14245,0-3
8707,2020-07-21,6186,0-3
8708,2020-07-21,11322,0-3
8712,2020-07-21,11491,0-3
8713,2020-07-21,3177,0-3
8714,2020-07-21,475,0-3
8800,2020-07-21,15512,0-3
8802,2020-07-21,8931,0-3
8803,2020-07-21,6109,0-3
8804,2020-07-21,6073,0-3
8805,2020-07-21,10485,0-3
8810,2020-07-21,20446,0-3
8815,2020-07-21,346,0-3
8816,2020-07-21,2138,0-3
8820,2020-07-21,15751,0-3
8824,2020-07-21,1821,0-3
8825,2020-07-21,885,0-3
8833,2020-07-21,3120,0-3
8902,2020-07-21,10020,0-3
8903,2020-07-21,6722,0-3
8904,2020-07-21,1667,0-3
8906,2020-07-21,5555,0-3
8907,2020-07-21,5200,0-3
8908,2020-07-21,3769,0-3
8909,2020-07-21,1322,0-3
8910,2020-07-21,10967,0-3
8911,2020-07-21,1123,0-3
8912,2020-07-21,5689,0-3
8913,2020-07-21,2580,0-3
8914,2020-07-21,1976,0-3
8915,2020-07-21,2752,0-3
8925,2020-07-21,960,0-3
8926,2020-07-21,1221,0-3
8932,2020-07-21,5189,0-3
8933,2020-07-21,645,0-3
8934,2020-07-21,2377,0-3
8942,2020-07-21,4926,0-3
8951,2020-07-21,3068,4-6
8952,2020-07-21,18758,0-3
8953,2020-07-21,27635,4-6
8954,2020-07-21,3970,0-3
8955,2020-07-21,2505,0-3
PLZ_uebrige,2020-07-21,306,0-3
unbekannt,2020-07-21,,0-3
8001,2020-07-22,5473,0-3
8002,2020-07-22,9620,0-3
8003,2020-07-22,20655,0-3
8004,2020-07-22,27183,0-3
8005,2020-07-22,15505,0-3
8006,2020-07-22,18387,0-3
8008,2020-07-22,16571,0-3
8032,2020-07-22,18170,0-3
8037,2020-07-22,16044,0-3
8038,2020-07-22,17299,0-3
8041,2020-07-22,7620,4-6
8044,2020-07-22,10947,0-3
8045,2020-07-22,11222,0-3
8046,2020-07-22,25704,0-3
8047,2020-07-22,20783,0-3
8048,2020-07-22,29694,0-3
8049,2020-07-22,23561,0-3
8050,2020-07-22,28957,4-6
8051,2020-07-22,23000,0-3
8052,2020-07-22,20277,0-3
8053,2020-07-22,11001,0-3
8055,2020-07-22,20196,0-3
8057,2020-07-22,21221,0-3
8064,2020-07-22,3784,0-3
8102,2020-07-22,6717,0-3
8103,2020-07-22,3895,0-3
8104,2020-07-22,2675,0-3
8105,2020-07-22,13633,0-3
8106,2020-07-22,4807,0-3
8107,2020-07-22,6583,0-3
8108,2020-07-22,4174,0-3
8112,2020-07-22,2957,0-3
8113,2020-07-22,1435,0-3
8114,2020-07-22,1865,0-3
8115,2020-07-22,953,0-3
8117,2020-07-22,4564,0-3
8118,2020-07-22,2083,0-3
8121,2020-07-22,1999,0-3
8122,2020-07-22,2231,0-3
8123,2020-07-22,2771,0-3
8124,2020-07-22,2130,0-3
8125,2020-07-22,5209,0-3
8126,2020-07-22,5475,0-3
8127,2020-07-22,4094,0-3
8132,2020-07-22,6883,0-3
8133,2020-07-22,1915,0-3
8134,2020-07-22,18919,0-3
8135,2020-07-22,7781,0-3
8136,2020-07-22,2593,0-3
8142,2020-07-22,4661,0-3
8143,2020-07-22,3768,0-3
8152,2020-07-22,21091,4-6
8153,2020-07-22,8204,0-3
8154,2020-07-22,7205,0-3
8155,2020-07-22,7163,0-3
8156,2020-07-22,2152,0-3
8157,2020-07-22,5942,0-3
8158,2020-07-22,467,0-3
8162,2020-07-22,3608,0-3
8164,2020-07-22,601,0-3
8165,2020-07-22,3909,0-3
8166,2020-07-22,3076,0-3
8172,2020-07-22,4997,0-3
8173,2020-07-22,3153,0-3
8174,2020-07-22,1535,0-3
8175,2020-07-22,755,0-3
8180,2020-07-22,21389,4-6
